verbobl;verb;case;isikumäärus;aja-kohamäärus;muu;deprel
tuletama - el (kellest/millest);tuletama;el (kellest/millest);vahel;vahel;muu;obl
edestama - el (kellest/millest);edestama;el (kellest/millest);vahel;vahel;muu;obl
kõndima - el (kellest/millest);kõndima;el (kellest/millest);mitte kunagi;vahel;muu;obl
minema üle - el (kellest/millest);minema üle;el (kellest/millest);mitte kunagi;vahel;muu;obl
ennustama - el (kellest/millest);ennustama;el (kellest/millest);vahel;vahel;muu;obl
hakkama pihta - el (kellest/millest);hakkama pihta;el (kellest/millest);mitte kunagi;vahel;muu;obl
käima mööda - el (kellest/millest);käima mööda;el (kellest/millest);vahel;mitte kunagi;muu;obl
peatama - el (kellest/millest);peatama;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema lahti - el (kellest/millest);olema lahti;el (kellest/millest);mitte kunagi;vahel;muu;obl
peletama eemale - el (kellest/millest);peletama eemale;el (kellest/millest);vahel;vahel;muu;obl
aitama välja - el (kellest/millest);aitama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
murdma - el (kellest/millest);murdma;el (kellest/millest);vahel;vahel;muu;obl
jooksma välja - el (kellest/millest);jooksma välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
kanduma - el (kellest/millest);kanduma;el (kellest/millest);vahel;vahel;muu;obl
pääsema edasi - el (kellest/millest);pääsema edasi;el (kellest/millest);vahel;vahel;mitte kunagi;obl
suhtuma - el (kellest/millest);suhtuma;el (kellest/millest);vahel;vahel;muu;obl
käituma - el (kellest/millest);käituma;el (kellest/millest);vahel;mitte kunagi;muu;obl
kiskuma - el (kellest/millest);kiskuma;el (kellest/millest);vahel;vahel;muu;obl
nautima - el (kellest/millest);nautima;el (kellest/millest);vahel;vahel;muu;obl
noppima - el (kellest/millest);noppima;el (kellest/millest);vahel;vahel;muu;obl
nägema välja - el (kellest/millest);nägema välja;el (kellest/millest);vahel;vahel;muu;obl
tungima - el (kellest/millest);tungima;el (kellest/millest);mitte kunagi;vahel;muu;obl
ärkama - el (kellest/millest);ärkama;el (kellest/millest);mitte kunagi;vahel;muu;obl
üllatama - el (kellest/millest);üllatama;el (kellest/millest);vahel;mitte kunagi;muu;obl
kaitsma - el (kellest/millest);kaitsma;el (kellest/millest);vahel;vahel;muu;obl
tõdema - el (kellest/millest);tõdema;el (kellest/millest);vahel;vahel;muu;obl
harjutama - el (kellest/millest);harjutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
murdma läbi - el (kellest/millest);murdma läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
pääsema läbi - el (kellest/millest);pääsema läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
kavandama - el (kellest/millest);kavandama;el (kellest/millest);vahel;vahel;muu;obl
tõrjuma - el (kellest/millest);tõrjuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
saama kaasa - el (kellest/millest);saama kaasa;el (kellest/millest);mitte kunagi;vahel;muu;obl
segama - el (kellest/millest);segama;el (kellest/millest);vahel;vahel;muu;obl
tulema kokku - el (kellest/millest);tulema kokku;el (kellest/millest);mitte kunagi;vahel;muu;obl
lõpma - el (kellest/millest);lõpma;el (kellest/millest);mitte kunagi;vahel;muu;obl
lööma lahku - el (kellest/millest);lööma lahku;el (kellest/millest);alati;mitte kunagi;mitte kunagi;obl
rebima - el (kellest/millest);rebima;el (kellest/millest);vahel;vahel;muu;obl
rippuma - el (kellest/millest);rippuma;el (kellest/millest);vahel;vahel;muu;obl
vajuma - el (kellest/millest);vajuma;el (kellest/millest);vahel;vahel;muu;obl
tooma esile - el (kellest/millest);tooma esile;el (kellest/millest);vahel;vahel;muu;obl
tormama - el (kellest/millest);tormama;el (kellest/millest);vahel;vahel;mitte kunagi;obl
imbuma - el (kellest/millest);imbuma;el (kellest/millest);vahel;vahel;muu;obl
olema üle - el (kellest/millest);olema üle;el (kellest/millest);vahel;mitte kunagi;muu;obl
innustuma - el (kellest/millest);innustuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
kosuma - el (kellest/millest);kosuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
kukkuma alla - el (kellest/millest);kukkuma alla;el (kellest/millest);mitte kunagi;vahel;muu;obl
valdama - el (kellest/millest);valdama;el (kellest/millest);vahel;vahel;muu;obl
voolama välja - el (kellest/millest);voolama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
asetama - el (kellest/millest);asetama;el (kellest/millest);vahel;mitte kunagi;muu;obl
laienema - el (kellest/millest);laienema;el (kellest/millest);mitte kunagi;vahel;muu;obl
nappima - el (kellest/millest);nappima;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema ilma - el (kellest/millest);olema ilma;el (kellest/millest);vahel;mitte kunagi;muu;obl
arvestama - el (kellest/millest);arvestama;el (kellest/millest);vahel;vahel;muu;obl
puhuma - el (kellest/millest);puhuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
sisenema - el (kellest/millest);sisenema;el (kellest/millest);vahel;vahel;muu;obl
jõudma välja - el (kellest/millest);jõudma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
kuulduma - el (kellest/millest);kuulduma;el (kellest/millest);vahel;vahel;muu;obl
tarbima - el (kellest/millest);tarbima;el (kellest/millest);vahel;vahel;muu;obl
torkama - el (kellest/millest);torkama;el (kellest/millest);vahel;vahel;muu;obl
tõotama - el (kellest/millest);tõotama;el (kellest/millest);vahel;vahel;muu;obl
tõstatama - el (kellest/millest);tõstatama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
tõstma välja - el (kellest/millest);tõstma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
astuma üles - el (kellest/millest);astuma üles;el (kellest/millest);vahel;vahel;muu;obl
hõivama - el (kellest/millest);hõivama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
maksma kinni - el (kellest/millest);maksma kinni;el (kellest/millest);vahel;vahel;muu;obl
ilmutama - el (kellest/millest);ilmutama;el (kellest/millest);vahel;vahel;muu;obl
imbuma läbi - el (kellest/millest);imbuma läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
jõudma kohale - el (kellest/millest);jõudma kohale;el (kellest/millest);vahel;vahel;muu;obl
siduma - el (kellest/millest);siduma;el (kellest/millest);vahel;vahel;muu;obl
ulatuma välja - el (kellest/millest);ulatuma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
asendama - el (kellest/millest);asendama;el (kellest/millest);mitte kunagi;vahel;muu;obl
jääma alla - el (kellest/millest);jääma alla;el (kellest/millest);vahel;vahel;muu;obl
kiirgama - el (kellest/millest);kiirgama;el (kellest/millest);vahel;vahel;muu;obl
lülitama välja - el (kellest/millest);lülitama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
rikkuma - el (kellest/millest);rikkuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
jõustuma - el (kellest/millest);jõustuma;el (kellest/millest);vahel;vahel;muu;obl
katkestama - el (kellest/millest);katkestama;el (kellest/millest);mitte kunagi;vahel;muu;obl
keerama - el (kellest/millest);keerama;el (kellest/millest);vahel;vahel;muu;obl
saama juurde - el (kellest/millest);saama juurde;el (kellest/millest);mitte kunagi;vahel;muu;obl
elama ära - el (kellest/millest);elama ära;el (kellest/millest);vahel;mitte kunagi;muu;obl
kalduma kõrvale - el (kellest/millest);kalduma kõrvale;el (kellest/millest);mitte kunagi;vahel;muu;obl
neelama - el (kellest/millest);neelama;el (kellest/millest);mitte kunagi;vahel;muu;obl
suunama - el (kellest/millest);suunama;el (kellest/millest);vahel;vahel;muu;obl
tulema kohale - el (kellest/millest);tulema kohale;el (kellest/millest);vahel;vahel;muu;obl
hävitama - el (kellest/millest);hävitama;el (kellest/millest);vahel;vahel;muu;obl
nördima - el (kellest/millest);nördima;el (kellest/millest);vahel;mitte kunagi;muu;obl
rebima lahti - el (kellest/millest);rebima lahti;el (kellest/millest);vahel;vahel;muu;obl
juhatama - el (kellest/millest);juhatama;el (kellest/millest);vahel;vahel;muu;obl
osutama - el (kellest/millest);osutama;el (kellest/millest);vahel;vahel;muu;obl
pöörduma tagasi - el (kellest/millest);pöörduma tagasi;el (kellest/millest);vahel;vahel;muu;obl
usaldama - el (kellest/millest);usaldama;el (kellest/millest);vahel;vahel;muu;obl
äratama - el (kellest/millest);äratama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
ühinema - el (kellest/millest);ühinema;el (kellest/millest);vahel;vahel;muu;obl
koondama - el (kellest/millest);koondama;el (kellest/millest);vahel;vahel;muu;obl
kooruma välja - el (kellest/millest);kooruma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
soostuma - el (kellest/millest);soostuma;el (kellest/millest);vahel;mitte kunagi;muu;obl
tilkuma - el (kellest/millest);tilkuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
keskenduma - el (kellest/millest);keskenduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
esitlema - el (kellest/millest);esitlema;el (kellest/millest);vahel;vahel;muu;obl
kurtma - el (kellest/millest);kurtma;el (kellest/millest);vahel;vahel;muu;obl
käivituma - el (kellest/millest);käivituma;el (kellest/millest);mitte kunagi;vahel;muu;obl
laskma lahti - el (kellest/millest);laskma lahti;el (kellest/millest);vahel;vahel;muu;obl
laskma välja - el (kellest/millest);laskma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
sulgema - el (kellest/millest);sulgema;el (kellest/millest);mitte kunagi;vahel;muu;obl
välistama - el (kellest/millest);välistama;el (kellest/millest);vahel;vahel;muu;obl
jalutama - el (kellest/millest);jalutama;el (kellest/millest);vahel;vahel;muu;obl
loovutama - el (kellest/millest);loovutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
pakkuma välja - el (kellest/millest);pakkuma välja;el (kellest/millest);vahel;vahel;muu;obl
alistama - el (kellest/millest);alistama;el (kellest/millest);mitte kunagi;vahel;muu;obl
eksisteerima - el (kellest/millest);eksisteerima;el (kellest/millest);vahel;vahel;muu;obl
nentima - el (kellest/millest);nentima;el (kellest/millest);vahel;vahel;mitte kunagi;obl
ronima - el (kellest/millest);ronima;el (kellest/millest);vahel;vahel;muu;obl
tervitama - el (kellest/millest);tervitama;el (kellest/millest);vahel;vahel;muu;obl
unustama - el (kellest/millest);unustama;el (kellest/millest);vahel;vahel;muu;obl
langetama - el (kellest/millest);langetama;el (kellest/millest);vahel;vahel;muu;obl
ihkama - el (kellest/millest);ihkama;el (kellest/millest);mitte kunagi;vahel;muu;obl
lükkama ümber - el (kellest/millest);lükkama ümber;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
minema edasi - el (kellest/millest);minema edasi;el (kellest/millest);mitte kunagi;vahel;muu;obl
piirama - el (kellest/millest);piirama;el (kellest/millest);vahel;vahel;mitte kunagi;obl
rõõmustama - el (kellest/millest);rõõmustama;el (kellest/millest);vahel;vahel;muu;obl
suruma - el (kellest/millest);suruma;el (kellest/millest);mitte kunagi;vahel;muu;obl
eksima - el (kellest/millest);eksima;el (kellest/millest);vahel;vahel;muu;obl
kihama - el (kellest/millest);kihama;el (kellest/millest);vahel;mitte kunagi;muu;obl
kogema - el (kellest/millest);kogema;el (kellest/millest);vahel;vahel;muu;obl
saama sisse - el (kellest/millest);saama sisse;el (kellest/millest);vahel;vahel;muu;obl
tsiteerima - el (kellest/millest);tsiteerima;el (kellest/millest);mitte kunagi;vahel;muu;obl
võõrduma - el (kellest/millest);võõrduma;el (kellest/millest);vahel;vahel;muu;obl
karjuma - el (kellest/millest);karjuma;el (kellest/millest);vahel;vahel;muu;obl
peegelduma - el (kellest/millest);peegelduma;el (kellest/millest);vahel;mitte kunagi;muu;obl
särama - el (kellest/millest);särama;el (kellest/millest);vahel;vahel;muu;obl
ilmuma välja - el (kellest/millest);ilmuma välja;el (kellest/millest);vahel;vahel;mitte kunagi;obl
kaitsema - el (kellest/millest);kaitsema;el (kellest/millest);vahel;vahel;muu;obl
tõusma esile - el (kellest/millest);tõusma esile;el (kellest/millest);vahel;vahel;muu;obl
kindlustama - el (kellest/millest);kindlustama;el (kellest/millest);mitte kunagi;vahel;muu;obl
laskma läbi - el (kellest/millest);laskma läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
raporteerima - el (kellest/millest);raporteerima;el (kellest/millest);mitte kunagi;vahel;muu;obl
ehmuma - el (kellest/millest);ehmuma;el (kellest/millest);vahel;mitte kunagi;muu;obl
hävima - el (kellest/millest);hävima;el (kellest/millest);mitte kunagi;vahel;muu;obl
libisema - el (kellest/millest);libisema;el (kellest/millest);vahel;vahel;muu;obl
minema lahti - el (kellest/millest);minema lahti;el (kellest/millest);vahel;vahel;muu;obl
lõikama välja - el (kellest/millest);lõikama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
pärima - el (kellest/millest);pärima;el (kellest/millest);vahel;vahel;muu;obl
sadama - el (kellest/millest);sadama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tulema läbi - el (kellest/millest);tulema läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
varjama - el (kellest/millest);varjama;el (kellest/millest);vahel;vahel;muu;obl
järeldama - el (kellest/millest);järeldama;el (kellest/millest);vahel;mitte kunagi;muu;obl
reisima - el (kellest/millest);reisima;el (kellest/millest);vahel;vahel;mitte kunagi;obl
viitsima - el (kellest/millest);viitsima;el (kellest/millest);vahel;vahel;muu;obl
ühendama - el (kellest/millest);ühendama;el (kellest/millest);vahel;vahel;muu;obl
kahanema - el (kellest/millest);kahanema;el (kellest/millest);vahel;vahel;muu;obl
kooruma - el (kellest/millest);kooruma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
mõõtma - el (kellest/millest);mõõtma;el (kellest/millest);mitte kunagi;vahel;muu;obl
pigistama välja - el (kellest/millest);pigistama välja;el (kellest/millest);vahel;vahel;muu;obl
plahvatama - el (kellest/millest);plahvatama;el (kellest/millest);mitte kunagi;vahel;muu;obl
uppuma - el (kellest/millest);uppuma;el (kellest/millest);vahel;vahel;muu;obl
venima - el (kellest/millest);venima;el (kellest/millest);vahel;vahel;muu;obl
kordama - el (kellest/millest);kordama;el (kellest/millest);vahel;vahel;muu;obl
maanduma - el (kellest/millest);maanduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
tulema juurde - el (kellest/millest);tulema juurde;el (kellest/millest);mitte kunagi;vahel;muu;obl
distantseerima - el (kellest/millest);distantseerima;el (kellest/millest);vahel;vahel;muu;obl
jääma ära - el (kellest/millest);jääma ära;el (kellest/millest);vahel;vahel;muu;obl
otsima üles - el (kellest/millest);otsima üles;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
paiskuma - el (kellest/millest);paiskuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
tulema ette - el (kellest/millest);tulema ette;el (kellest/millest);mitte kunagi;vahel;muu;obl
ujuma - el (kellest/millest);ujuma;el (kellest/millest);vahel;vahel;muu;obl
vestma - el (kellest/millest);vestma;el (kellest/millest);vahel;mitte kunagi;muu;obl
võrduma - el (kellest/millest);võrduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
kandma ette - el (kellest/millest);kandma ette;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
kujunema välja - el (kellest/millest);kujunema välja;el (kellest/millest);vahel;vahel;muu;obl
meelitama - el (kellest/millest);meelitama;el (kellest/millest);mitte kunagi;vahel;muu;obl
pidama vastu - el (kellest/millest);pidama vastu;el (kellest/millest);vahel;vahel;muu;obl
saama villand - el (kellest/millest);saama villand;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
tegema ära - el (kellest/millest);tegema ära;el (kellest/millest);vahel;mitte kunagi;muu;obl
tirima - el (kellest/millest);tirima;el (kellest/millest);mitte kunagi;vahel;muu;obl
treenima - el (kellest/millest);treenima;el (kellest/millest);vahel;vahel;muu;obl
lööma välja - el (kellest/millest);lööma välja;el (kellest/millest);vahel;vahel;muu;obl
meisterdama - el (kellest/millest);meisterdama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
registreerima - el (kellest/millest);registreerima;el (kellest/millest);vahel;vahel;muu;obl
vastutama - el (kellest/millest);vastutama;el (kellest/millest);vahel;vahel;muu;obl
domineerima - el (kellest/millest);domineerima;el (kellest/millest);vahel;vahel;muu;obl
eitama - el (kellest/millest);eitama;el (kellest/millest);mitte kunagi;vahel;muu;obl
jutlustama - el (kellest/millest);jutlustama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
kirjutama alla - el (kellest/millest);kirjutama alla;el (kellest/millest);vahel;vahel;muu;obl
otsima välja - el (kellest/millest);otsima välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
suhtlema - el (kellest/millest);suhtlema;el (kellest/millest);vahel;vahel;muu;obl
valama - el (kellest/millest);valama;el (kellest/millest);mitte kunagi;vahel;muu;obl
külvama - el (kellest/millest);külvama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tarima - el (kellest/millest);tarima;el (kellest/millest);mitte kunagi;vahel;muu;obl
külmutama - el (kellest/millest);külmutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tappima - el (kellest/millest);tappima;el (kellest/millest);vahel;vahel;muu;obl
kõndima üle - el (kellest/millest);kõndima üle;el (kellest/millest);vahel;vahel;muu;obl
murdma välja - el (kellest/millest);murdma välja;el (kellest/millest);vahel;vahel;muu;obl
tulema üles - el (kellest/millest);tulema üles;el (kellest/millest);mitte kunagi;vahel;muu;obl
kõndima välja - el (kellest/millest);kõndima välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
murdma sisse - el (kellest/millest);murdma sisse;el (kellest/millest);mitte kunagi;vahel;muu;obl
tulema üle - el (kellest/millest);tulema üle;el (kellest/millest);vahel;vahel;muu;obl
murduma - el (kellest/millest);murduma;el (kellest/millest);vahel;vahel;muu;obl
